id,text,label,
1087,What is the origin of thank you notes ?,DESC,
1088,What did Jimmy Stewart invent ?,ENTY,
1089,What generation am I in ?,ENTY,
1090,What is a fear of hell ?,ENTY,
1091,Who is Dear Abby ?,HUM,
1092,Who lives at 24 Sussex Drive ,HUM,
1093,What is Jell-O made from ?,ENTY,
1094,Who was Monet ?,HUM,
1095,What are the only two states that incorporate the Confederate battle flag in their flags ?,LOC,
1096,How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,DESC,
1097,What 's the Southern dish made of pigs ' small intestines ?,ENTY,
1098,Where is Guam ?,LOC,
1099,Who was the famous door-to-door brush salesman ?,HUM,
1100,What is the executor in a will ?,DESC,
1101,What inescapable purveyor of background music celebrated its 5th anniversary in July ,HUM,
1102,How many people in America snore ?,NUM,
1103,Who is always trying to get the rent from Andy Capp ?,HUM,
1104,What soft drink is most heavily caffeinated ?,ENTY,
1105,Who did Jackie Kennedy commission to write The Death of a President ?,HUM,
1106,Which drug is commonly used to treat AIDS ?,ENTY,
1107,How many stars are there on the Soviet Union 's flag ?,NUM,
1108,What is the difference between microprocessors & microcontrollers ?,DESC,
1109,Who sought to create The Great Society ?,HUM,
1110,What are tourist attractions in Reims ?,LOC,
1111,What are the lengths of pearl necklaces ?,NUM,
1112,Who said : `` Soldiers win the battles and generals get the credit '' ?,HUM,
1113,What is the proof that houseplants metabolize carcinogens ?,DESC,
1114,What prompted the co-pilot of the Enola Gay to enter only `` My God '' in his log ?,DESC,
1115,How long does it take the typical hen to lay 19 dozen eggs ?,NUM,
1116,What Colorado city owns its own glacier ?,LOC,
1117,What is the history of `` the toast '' ?,DESC,
1118,What was the name of the Protestant revolt against the supremacy of the Pope ?,ENTY,
1119,What is an arab strap ?,DESC,
1120,How much does it cost ,NUM,
1121,Who is the current UN Secretary General ?,HUM,
1122,Who provides telephone service in Orange County ,HUM,
1123,Where did guinea pigs originate ?,LOC,
1124,What two countries ' coastlines border the Bay of Biscay ?,LOC,
1125,Why did Egyptians shave their eyebrows ?,DESC,
1126,What organization did Mr. Waverly assign agents for ?,HUM,
1127,When was the slinky invented ?,NUM,
1128,What are the characters ' names in the Scooby-Doo cartoon ?,HUM,
1129,What is a fear of cold ?,ENTY,
1130,What was Eduard Shevardnadze 's job in the Soviet Union ?,HUM,
1131,What causes rust ?,DESC,
1132,Which is the only Dick Tracy villain to appear three times ?,HUM,
1133,What was the monster in Spielberg 's film `` Jaws '' ?,ENTY,
1134,What color is an Arctic fox in winter ?,ENTY,
1135,What do the names Neil ,DESC,
1136,What European capital celebrated its 2 ,LOC,
1137,Why do people in the upper peninsula of Michagin say `` eh ? '' ?,DESC,
1138,What flower did Vincent Van Gogh paint ?,ENTY,
1139,What country was the setting of You Only Live Twice ?,LOC,
1140,What was Thatcher 's approval rating after 10 years in power ?,NUM,
1141,Winnie the Pooh is what kind of animal ?,ENTY,
1142,What was the first Funk 'N Lata ,DESC,
1143,What is a handheld PC ?,DESC,
1144,What did John Hinckley do to impress Jodie Foster ?,DESC,
1145,What is Larry King 's job ?,HUM,
1146,How many calories are in a tomato ?,NUM,
1147,In what state was the first co-educational college established,LOC,
1148,What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?,ENTY,
1149,What is the treatment for depression ?,ENTY,
1150,What is a fear of slime ?,ENTY,
1151,What country in Latin America is the largest one ?,LOC,
1152,On which Hawaiian island is Pearl Harbor ?,LOC,
1153,What feathered cartoon characters do Yugoslavians know as Vlaja ,HUM,
1154,What Marx Brothers movie centers on a stolen painting ?,ENTY,
1155,What was unusual about Alexandra 's appearance in Josie and the Pussycats ?,DESC,
1156,What is the origin of the word `` mind '' ?,DESC,
1157,When was Dick Clark born ?,NUM,
1158,What game is fatal to anybody over 21 ?,ENTY,
1159,What is the death toll of people dying from tuberculosis ?,NUM,
1160,What happened to Moon Maiden ?,DESC,
1161,What city is wiener schnitzel named for ?,LOC,
1162,What are the Urals ?,DESC,
1163,How can you stop the itch from poison ivy ?,DESC,
1164,What desert has the highest sand dunes ?,LOC,
1165,What two countries contain Sierra Nevada mountains ?,LOC,
1166,How do you tell your parents you are dating an older man ?,DESC,
1167,How long was the TV mission of Star Trek 's Enterprise to be ?,NUM,
1168,What phone number can I call to have a tree planted ?,NUM,
1169,When did the `` Star-Spangled Banner '' become the national anthem ?,NUM,
1170,Who was Lacan ?,HUM,
1171,What are the four natural aids used in riding a horse ?,ENTY,
1172,What continent 's name appears on the upper left corner of a Budweiser label ?,LOC,
1173,Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?,HUM,
1174,Who did Bobby Fischer beat to win the world chess championship ?,HUM,
1175,How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,DESC,
1176,Where can I get information and statistics on countries and nations ?,LOC,
1177,Name a Gaelic language .,ENTY,
1178,What day is August 13 ,NUM,
1179,Where can I find a list of all the companies in America that offer a direct stock purchase plan ?,LOC,
1180,How do you send a movie transcript to Hollywood so that it can be produced into a film ?,DESC,
1181,What literary classic centers on the search for a treasure in gold worth 7 ,ENTY,
1182,What is the origin of blue for boys and pink for girls ?,DESC,
1183,What is the name of the Michelangelo painting that shows two hands with fingers touching ?,ENTY,
1184,How big is a quart ?,NUM,
1185,What is the Hub of London ?,DESC,
1186,Jude Law acted in which film ?,ENTY,
1187,What causes panic attacks ?,DESC,
1188,What was the filling in the first golf balls ?,DESC,
1189,What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,ENTY,
1190,What country was A Terrible Beauty to Leon Uris ?,LOC,
1191,What is typhoid fever ?,DESC,
1192,Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?,LOC,
1193,What are the Twin Cities ?,DESC,
1194,What is Beethoven 's 9th symphony called ?,ENTY,
1195,Name the lawyer for Randy Craft .,HUM,
1196,Which breakfast cereal brought you `` the best each morning '' ?,ENTY,
1197,What does Ms. ,ABBR,
1198,What is the Homelite Inc. home page ?,LOC,
1199,What explosive do you get by mixing charcoal ,ENTY,
1200,What mountainous region of the world is the Lhasa Apso dog native to ?,LOC,
1201,What cancer is commonly associated with AIDS ?,ENTY,
1202,How long does it take light to reach the Earth from the Sun ?,NUM,
1203,Who lives at 39 Stone Canyon Way ?,HUM,
1204,How many questions are on this thing ?,NUM,
1205,Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?,HUM,
1206,Who is Karenna Gore ,HUM,
1207,Who played the title role in I Was a Teenage Werewolf ?,HUM,
1208,Why are there olives in martinis ?,DESC,
1209,In what year did Hitler gain power of Germany ?,NUM,
1210,What year did Rossetti paint `` Beata Beatrix '' ?,NUM,
1211,What record company produced the 1978 movie The Wiz ?,HUM,
1212,Where can I find information about touring the Philippines ?,LOC,
1213,What did The Gas House Gang play ?,ENTY,
1214,How many square feet is Bill Gates ' home ?,NUM,
1215,What is the name of actor Rex Harrison 's son ,HUM,
1216,What is the highest Roman numeral ?,DESC,
1217,What 's the most popular form of bridge ?,ENTY,
1218,Who was the inventor of the stove ?,HUM,
1219,What comedian has a legendary reputation for stealing jokes ?,HUM,
1220,Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?,LOC,
1221,Boxing Day is celebrated on what date ?,NUM,
1222,What are the first ten amendements passed ?,ENTY,
1223,What is another term for the painful wrist syndrome ?,ENTY,
1224,What 's the difference between sleet and freezing rain ?,DESC,
1225,How is the new Ford Econoline van F25 V1 engine ?,DESC,
1226,Who was the king who was forced to agree to the Magna Carta ?,HUM,
1227,Who was made the first honorary citizen of the U.S. ?,HUM,
1228,What game is Garry Kasparov really good at ?,ENTY,
1229,Where was Richard Nixon when Gerald Ford became president ?,LOC,
1230,Where does the U.S. rank among world countries in area ?,NUM,
1231,What novel did Ian Fleming introduce James Bond in ?,ENTY,
1232,What was the target rate for M3 growth in 1992 ?,NUM,
1233,What baseball team was routinely called `` dem bums '' by its frustrated fans ?,HUM,
1234,Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?,HUM,
1235,When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,NUM,
1236,What are the major differences in the Catholic and Methodist religions ?,DESC,
1237,Name the On Stage character whose face was never seen .,HUM,
1238,How much energy is released when oxygen and hydrogen mix ?,NUM,
1239,What is the best Internet business to go into ?,HUM,
1240,What does Venus Retrograde mean ?,DESC,
1241,Who is known as `` the world 's oldest teenager '' ?,HUM,
1242,What are the largest breweries in the world ?,LOC,
1243,What does Las Vegas mean ?,DESC,
1244,What does the word `` meta '' mean ?,DESC,
1245,What keeps clouds in the air ?,ENTY,
1246,What 's the term for any four-sided figure ?,ENTY,
1247,Ray Charles plays which instrument ?,ENTY,
1248,What country and western singer is known as The Silver Fox ?,LOC,
1249,What building appropriately enough is depicted on the back of the 1-dollar bill ?,LOC,
1250,What is graduate school ?,DESC,
1251,What is the difference between New York-style and Chicago-style pizza ?,DESC,
1252,What baseball team owner and sailor is known as The Mouth of the South ?,HUM,
1253,What type of betting is used in horse racing ?,ENTY,
1254,What kind of hat does Bat Masterson wear ?,ENTY,
1255,Who was with Patricia Hearst the night she was kidnaped ?,HUM,
1256,What is the Viking Prince 's first name ?,HUM,
1257,What does the abbreviation cwt. ?,ABBR,
1258,In what deodorant commercial did tenants have adjoining medicine cabinets ?,ENTY,
1259,Where is Rider College located ?,LOC,
1260,What boxer 's life story is titled Raging Bull ?,HUM,
1261,For what reason did some San Diego schools stop serving apples ?,DESC,
1262,Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,HUM,
1263,Where was the first restaurant ?,LOC,
1264,Where can I find full written draft of CTBT ?,LOC,
1265,How many horses died during the civil war ?,NUM,
1266,How much waste does an average dairy cow produce in a day ?,NUM,
1267,What Nobel laureate was expelled from the Philippines before the conference on East Timor ?,HUM,
1268,What woman has carried the most multiple births ,HUM,
1269,How many minutes were there on the original GE College Bowl clock ?,NUM,
1270,What is the average time it takes for a male to ejaculate ?,NUM,
1271,What is website of the International Court of Justice ?,LOC,
1272,Where are 8 of the 10 highest mountains in the world ?,LOC,
1273,Where can I look at a perpetual calendar ?,LOC,
1274,How many astronauts have been on the moon ?,NUM,
1275,In what year did the Bounty mutiny happen ?,NUM,
1276,What is the only substance that gives food its `` taste '' when eaten ?,ENTY,
1277,How do you reference a website ?,DESC,
1278,What is pandoro ?,DESC,
1279,What do the letters ZIP stand for in the phrase `` ZIP code '' ?,ABBR,
1280,Which Bourbon king was restored to the French throne during Napoleon 's abdication ?,HUM,
1281,What is one of the cities that the University of Minnesota is located in ?,LOC,
1282,What are the words to `` My Way '' written by Paul Anka ?,DESC,
1283,How do I install a tile floor ?,DESC,
1284,What is the quickest and easiest way to get nail polish out of clothes ?,ENTY,
1285,Why was the zipper invented ?,DESC,
1286,What 's the No. 1 killer in industrialized countries ?,ENTY,
1287,Name four famous cartoon cats .,ENTY,
1288,What daughter of Henry VIII and Anne Boleyn became queen of England ?,HUM,
1289,How did ` stat ' come to be used as an expression for quickly ?,DESC,
1290,What 's the most common nickname of U.S. college football teams ?,HUM,
1291,What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?,DESC,
1292,What is the most useful site on the Internet ?,LOC,
1293,What is the world 's highest peak ?,LOC,
1294,What was a Mae West on a World War II battleship ?,DESC,
1295,Define cosmology .,DESC,
1296,What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?,HUM,
1297,What are amicable numbers ?,DESC,
1298,When were the Olympic Games in which Nadia Comaneci became popular played ?,NUM,
1299,Where is Hearst Castle ,LOC,
1300,What 's the largest U.S. city on the Great Lakes ?,LOC,
1301,Who sang about Desmond and Molly Jones ?,HUM,
1302,What magazine gives us the cream ,ENTY,
1303,What does the technique called `` cold fusion '' produce ?,ENTY,
1304,What costume designer decided that Michael Jackson should only wear one glove ?,HUM,
1305,What meter did Shakespeare use in writing : `` To be ,ENTY,
1306,How many rows of sprocket holes does a roll of 35-millimeter film have ?,NUM,
1307,What is the goat population of the world ?,NUM,
1308,What company was the original sponsor of TV 's Superman ?,HUM,
1309,What term does a Czech use to describe a Pole ?,ENTY,
1310,What sea separates Naples and Algiers ?,LOC,
1311,How many lawyers are there in the state of New Jersey ?,NUM,
1312,What are the most common elements in seawater ?,ENTY,
1313,Describe the Finnish music personality Salonen 's appearance .,DESC,
1314,What is the origin of the ethnic category `` caucasian '' ?,DESC,
1315,What is a stratocaster ?,DESC,
1316,What kind of science is cosmology ?,ENTY,
1317,Name the blind sculptress in love with the Fantastic Four 's Thing .,HUM,
1318,What 's the second-lightest element ?,ENTY,
1319,What do you call a `` twirl '' in ballet ?,ENTY,
1320,What is the brand name of daminozide ?,ENTY,
1321,What is the former name of Zimbabwe ?,ENTY,
1322,What National Basketball Association superstar told his story in Giant Steps ?,HUM,
1323,What animals did The Amazing Three masquerade as ?,ENTY,
1324,How did the bikini bathing suite get its name ?,DESC,
1325,When did Fraze get his first patent for the pull-tab can ?,NUM,
1326,How many games are played in a five-team round-robin tournament ?,NUM,
1327,Who developed the first polio vaccine ?,HUM,
1328,Who made the first gas engine ?,HUM,
1329,What country claimed Rubens ,LOC,
1330,What civil war was fought between 1936 and 1939 ?,ENTY,
1331,How many questions do you have on your database ?,NUM,
1332,How do clouds form ?,DESC,
1333,Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?,LOC,
1334,What character did Tex Avery first create upon arriving at MGM ?,HUM,
1335,When was the Triangle Shirtwaist fire ?,NUM,
1336,What Asian spiritual and political leader was married at the age of 13 ?,HUM,
1337,Where is Ocho Rios ?,LOC,
1338,What is the half-life of P-32 ?,DESC,
1339,What ocean does Mauritania border ?,LOC,
1340,Why do pressure cookers save time in the kitchen ?,DESC,
1341,Why are there 12 people on a jury in criminal cases ?,DESC,
1342,What do Christian Scientists believe in ?,DESC,
1343,What World War I battle saw 6 ,ENTY,
1344,What country is Kosovo a part of ?,LOC,
1345,Tell me what city the Kentucky Horse Park is near ?,LOC,
1346,What computer operating system is on the most computers ?,ENTY,
1347,What is Bill Gross 's email address ?,LOC,
1348,What is the economic impact of unemployment on the economy ?,DESC,
1349,What do the letters D.C. stand for in Washington ,ABBR,
1350,What animals can live the longest without food ?,ENTY,
1351,What English queen had seventeen children ?,HUM,
1352,What is the approximate population of Las Vegas ,NUM,
1353,How much does the President get paid ?,NUM,
1354,What two baseball players make up the battery ?,HUM,
1355,What 's the largest letter in Salvador Dali 's signature ?,ENTY,
1356,What does an irate car owner call iron oxide ?,ENTY,
1357,Of children between the ages of two and eleven ,NUM,
1358,What 's the northernmost U.S. state apart from Alaska ?,LOC,
1359,Name an art gallery in New York .,LOC,
1360,Who sells Viagra ?,HUM,
1361,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,ENTY,
1362,What is the Home Rule Act ?,DESC,
1363,What building are British monarchs crowned in ?,LOC,
1364,What are Bellworts ?,DESC,
1365,Who was Darius ?,HUM,
1366,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,ENTY,
1367,Who did Dita Beard work for ?,HUM,
1368,What kind of creature is a coot ?,ENTY,
1369,Name the university of which Woodrow Wilson was president .,HUM,
1370,What country was first to use the airplane as a weapon of war ,LOC,
1371,What university was Woodrow Wilson President of ?,HUM,
1372,What is a fear of disease ?,ENTY,
1373,What kind of meat is Fray Bentos synonymous with ?,ENTY,
1374,What did Mr. Magoo flog on TV for General Electric ?,ENTY,
1375,What are the words to the Canadian National anthem ?,DESC,
1376,What is the name of the Jewish alphabet ?,ENTY,
1377,Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?,HUM,
1378,What is Columbia Tristar 's phone number ?,NUM,
1379,Name the five positions who are in the line of succession to the presidency .,HUM,
1380,Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,HUM,
1381,Who is the best known villain of the 165 Gunpowder Plot ?,HUM,
1382,What is the capital of Burkina Faso ?,LOC,
1383,What continent is Bolivia on ?,LOC,
1384,Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,DESC,
1385,Who killed more people ,HUM,
1386,What caused Shea & Gould to close their L.A. office ?,DESC,
1387,What 's the only mammal that can 't jump ?,ENTY,
1388,What U.S. state has the most blondes ?,LOC,
1389,What war saw battles at Parrot 's Beak and Black Virgin ?,ENTY,
1390,What was the U.S. highway death toll in 1969 ?,NUM,
1391,What does the name Kelly mean ?,DESC,
1392,What is a phalanx ?,DESC,
1393,What mustachioed comedian portrayed Frankie in North to Alaska ?,HUM,
1394,What does each of the utilities cost in Monopoly ?,NUM,
1395,What actor and World War II airman had a $5 ,HUM,
1396,What does e.g. stand for ?,ABBR,
1397,What is the name of the medical condition in which a baby is born without a brain ?,ENTY,
1398,How do storms form ?,DESC,
1399,Who is Nicolo Paganini ?,HUM,
1400,What city is often called The Insurance Capital of the World ?,LOC,
1401,What are the three animals in Sheila Burnford 's The Incredible Journey ?,ENTY,
1402,Who portrayed Dracula in Hammer Studios ' films ?,HUM,
1403,Name one of the Seven Wonders of the Ancient World .,ENTY,
1404,When were fish first believed to be found on earth ?,NUM,
1405,What President 's favorite Biblical quotation was : `` Come now ,HUM,
1406,How many elevators do you ride to reach the top floor of the Empire State Building ?,NUM,
1407,Name the food company that traveled to Soviet Georgia to film a series of ads .,HUM,
1408,What country was Sir Edmund Hillary born in ?,LOC,
1409,What 's an infant seal called ?,ENTY,
1410,What was the proper Laugh-In respones to : `` Say goodnight ,DESC,
1411,What city was John F. Kennedy nominated for president in ?,LOC,
1412,How long does a dog sleep ?,NUM,
1413,What 1963 Joseph L. Mankiewicz film cost $28 million ?,ENTY,
1414,What Japanese electronics company was named for a coastal city northeast of Tokyo ?,HUM,
1415,What can you be fined for having a dog on a beach ?,NUM,
1416,Where did the Battle of the Bulge take place ?,LOC,
1417,How much will the California be in the year 2000 ?,NUM,
1418,What mystery writer penned `` ...the glory that was Greece ,HUM,
1419,What state full of milk and honey was the destination in The Grapes of Wrath ?,LOC,
1420,What is the tallest building in Japan ?,LOC,
1421,Where is Sinn Fein 's headquarters ?,LOC,
1422,Name Li 'l Abner 's favorite Indian drink .,ENTY,
1423,What are some important events of the 1830 's ?,ENTY,
1424,The Iraqis launched their attack on Kuwait on what day ?,NUM,
1425,What letter adorns the flag of Rwanda ?,ENTY,
1426,What did 8 ,ENTY,
1427,What is God ?,DESC,
1428,What country 's northernmost city is Darwin ?,LOC,
1429,What sound does Olympia ,LOC,
1430,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,ENTY,
1431,What Kentucky city calls itself The Horse Center of America ?,LOC,
1432,How many penny-farthings are there on a Trivial Pursuit game board ?,NUM,
1433,What 's the most abundant element in the sun ?,ENTY,
1434,What European country boasts the city of Furth ,LOC,
1435,What U.S. state is Dixville Notch in ?,LOC,
1436,Where was the Cisalpine Republic ,LOC,
1437,What is the largest shopping mall in the world ?,LOC,
1438,What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?,HUM,
1439,What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?,ENTY,
1440,What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,HUM,
1441,What is a meerkat ?,DESC,
1442,Who was Jean Nicolet ?,HUM,
1443,What kind of animal was Winnie the Pooh ?,ENTY,
1444,Which of these are authors ?,HUM,
1445,What 's the international radio code word for the letter B ?,ENTY,
1446,Who was the original Humpty Dumpty ?,HUM,
1447,What is cache memory ?,DESC,
1448,Aspartame is also known as what ?,ENTY,
1449,Where is the location of the Orange Bowl ?,LOC,
1450,When is President Nixon 's birthday ?,NUM,
1451,What is the origin of the midwest slang ,DESC,
1452,Whose cupboard was bare ?,HUM,
1453,What are the seven seas ?,LOC,
1454,What does IBM stand for ?,ABBR,
1455,What is the difference between jazz and blues ?,DESC,
1456,What is the C programming language ?,DESC,
1457,What 's the name of Popeye 's adopted son ?,HUM,
1458,Who invented the vacuum cleaner ?,HUM,
1459,What is a ` borrow pit ' ?,DESC,
1460,What 2th-century fictional character attends Pencey Prep School ?,HUM,
1461,How many people in the USA say their number one source of information is the newspaper ?,NUM,
1462,Who does Shakespeare 's Antonio borrow 3 ,HUM,
1463,Which country is known as `` Big Bear '' ?,LOC,
1464,What `` melts in your mouth ,ENTY,
1465,How many times a day should you take a prescription marked `` q.i.d . '' ?,NUM,
1466,What is the origin of the atom ?,DESC,
1467,Who is the Voyager project manager ?,HUM,
1468,Which radio stations air the Jim Bohannon Radio Talk Show ?,HUM,
1469,What two commanders directed the forces in the Battle of El Alamein ?,HUM,
1470,Name the creator of `` The Muppets '' .,HUM,
1471,How do I e-mail someone at aol.com from yahoo.com ?,DESC,
1472,Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?,HUM,
1473,What is the meaning of the name Ella ?,DESC,
1474,What 's the home of the Rockettes ?,LOC,
1475,Where can I find all the information I need to know about the English Civil War ,LOC,
1476,What is the name of the firm that makes Spumante ?,HUM,
1477,What sport is played on the largest field ?,ENTY,
1478,Who won the 1967 Academy Award for Best Actor ?,HUM,
1479,What is after death ?,ENTY,
1480,Name the first private citizen to fly in space .,HUM,
1481,What was football star Elroy Hirsch 's nickname ?,HUM,
1482,What singer sings `` Oh Boy '' ?,HUM,
1483,How much pizza do Americans eat in a day ?,NUM,
1484,What is the website for the USA journal ?,LOC,
1485,What army 's motto is Blood and Fire ?,HUM,
1486,What kind of patent did Ermal Fraze get in 1963 ?,ENTY,
1487,What are you hearing when you put a seashell to your ear ?,DESC,
1488,Why are haunted houses popular ?,DESC,
1489,Which gender has bigger thighs ?,ENTY,
1490,What U.S. state has the second-longest coastline ?,LOC,
1491,What state 's home to the Buffalo Bill Historical Center ?,LOC,
1492,How fast do cheetahs run ?,NUM,
1493,What is Ray Bradbury 's illustrated man illustrated with ?,ENTY,
1494,How fast is a 45Mhz processor ?,NUM,
1495,What kind of puzzle first appeared in the U.S. in the New York World on December 21 ,ENTY,
1496,What count did Alexandre Dumas write about ?,HUM,
1497,What are the odds of giving birth to twins ?,NUM,
1498,What is the largest natural lake in Pennsylvania ?,LOC,
1499,How far is London UK from California ?,NUM,
1500,Name the two mystical ravens Odin has at his command .,ENTY,
